#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2021 04 08 00 56  1.4  0.5 14.3  1.3  4.5   S   W    AVERAGE  4.9 172
2021 04 08 00 26  1.4  0.5 16.7  1.2  5.0  SW   W    AVERAGE  4.8 217
2021 04 07 23 56  1.3  0.5 13.3  1.2  4.8 SSW   W    AVERAGE  4.8 192
2021 04 07 23 26  1.3  0.5 12.5  1.2  9.1 SSW   W    AVERAGE  4.8 264
2021 04 07 22 56  1.2  0.5 12.5  1.1  6.7 SSW   W    AVERAGE  4.9 195
2021 04 07 22 26  1.1  0.5 14.3  1.0  6.2 SSW   W      STEEP  5.2 272
2021 04 07 21 56  1.1  0.4 13.3  1.1  9.1   S   W    AVERAGE  5.6 265
2021 04 07 21 26  1.1  0.5 14.3  1.1  9.1 SSW   W    AVERAGE  5.9 202
2021 04 07 20 56  1.1  0.4 13.3  1.0  8.3 SSW WSW    AVERAGE  5.8 258
2021 04 07 20 26  1.2  0.6 13.3  1.0  9.1 SSW   W    AVERAGE  6.4 260
2021 04 07 19 56  1.1  0.5 16.7  0.9  9.1   S   W    AVERAGE  6.5 264
2021 04 07 19 26  1.1  0.5 13.3  1.0  9.1 SSW WSW    AVERAGE  6.6 258
2021 04 07 18 56  1.0  0.5 16.7  0.8  9.1 SSW WSW    AVERAGE  6.5 255
2021 04 07 17 26  1.0  0.5 14.3  0.8  9.9 SSW WSW    AVERAGE  6.7 206
2021 04 07 16 56  1.0  0.5 14.3  0.9  9.9 SSW   W    AVERAGE  6.6 210
2021 04 07 16 26  1.0  0.5 13.3  0.9  9.9  SW   W    AVERAGE  6.5 261
2021 04 07 15 56  1.0  0.5 13.3  0.9  9.9 SSW   W    AVERAGE  6.5 267
2021 04 07 15 26  1.1  0.5 10.5  1.0  9.9 WSW   W    AVERAGE  6.4 251
2021 04 07 14 56  1.1  0.5 12.5  1.0  9.1  SW   W    AVERAGE  6.2 223
2021 04 07 14 26  1.1  0.5 14.3  1.0  9.9 SSW   W    AVERAGE  5.9 202
2021 04 07 13 56  1.1  0.5 10.5  1.0  9.9   W   W    AVERAGE  5.9 276
2021 04 07 13 26  1.2  0.5 10.5  1.1  9.9 WSW   W    AVERAGE  5.8 269
2021 04 07 12 56  1.1  0.6 14.3  1.0  9.9 SSW   W    AVERAGE  5.6 202
2021 04 07 12 26  1.1  0.5 13.3  1.1  9.9 SSW   W    AVERAGE  5.6 261
2021 04 07 11 56  1.2  0.5 10.5  1.1  5.3 WSW   W    AVERAGE  5.5 258
2021 04 07 11 26  1.2  0.5 12.5  1.1  5.3  SW   W VERY_STEEP  5.4 272
2021 04 07 10 56  1.4  0.7 10.5  1.2  6.2 WSW   W    AVERAGE  5.7 257
2021 04 07 10 26  1.4  0.6 10.5  1.3  9.9   W   W    AVERAGE  5.8 271
2021 04 07 09 56  1.4  0.6 12.5  1.2  9.9  SW   W    AVERAGE  5.6 274
2021 04 07 09 26  1.4  0.5 11.1  1.3  5.9 WSW   W      STEEP  5.5 271
2021 04 07 08 56  1.3  0.6 10.5  1.1  9.9   W   W    AVERAGE  5.6 262
2021 04 07 08 26  1.3  0.7 10.5  1.1  9.9   W   W    AVERAGE  5.8 265
2021 04 07 07 56  1.4  0.7 10.5  1.2  9.9   W   W    AVERAGE  6.2 261
2021 04 07 07 26  1.4  0.7 10.5  1.2  9.9   W   W    AVERAGE  6.2 264
2021 04 07 06 56  1.4  0.7 10.5  1.2  6.7   W   W    AVERAGE  6.2 262
2021 04 07 06 26  1.5  0.7 11.1  1.3  9.9   W   W    AVERAGE  6.2 264
2021 04 07 05 56  1.4  0.6 14.3  1.2  9.9 SSW   W    AVERAGE  5.7 272
2021 04 07 05 26  1.6  0.7 10.5  1.5  5.9   W   W VERY_STEEP  5.6 276
2021 04 07 04 56  1.7  0.7 10.5  1.5  5.9   W   W VERY_STEEP  5.5 276
2021 04 07 04 26  1.7  0.6 11.1  1.6  5.3   W   W VERY_STEEP  5.0 279
2021 04 07 03 56  1.6  0.7 10.5  1.5  6.7   W   W    AVERAGE  5.1 265
2021 04 07 03 26  1.6  0.7 10.5  1.4  6.2   W   W    AVERAGE  5.0 267
2021 04 07 02 56  1.4  0.6 11.1  1.3  5.0 WSW   W VERY_STEEP  4.8 274
2021 04 07 02 26  1.4  0.6 11.1  1.2  5.9   W   W    AVERAGE  4.8 262
2021 04 07 01 56  1.4  0.6 10.5  1.3  6.7   W   W    AVERAGE  4.9 272
2021 04 07 01 26  1.4  0.6 11.8  1.2  6.2 WSW   W    AVERAGE  4.8 250
2021 04 07 00 56  1.4  0.6 13.3  1.3  4.8 SSW WNW VERY_STEEP  4.8 285
2021 04 07 00 26  1.3  0.5 14.3  1.2  5.9 SSW   W    AVERAGE  4.7 207
2021 04 06 23 56  1.3  0.6 15.4  1.2  5.0 SSW   W    AVERAGE  4.8 199
2021 04 06 23 26  1.4  0.6 11.8  1.3  6.7   W   W    AVERAGE  4.9 261
2021 04 06 22 56  1.2  0.6 15.4  1.1  6.7 SSW   W    AVERAGE  5.1 199
2021 04 06 22 26  1.2  0.5 14.3  1.1  6.2   S   W      STEEP  5.2 278
2021 04 06 21 56  1.3  0.5 14.3  1.2  6.7 SSW   W      STEEP  5.1 271
2021 04 06 21 26  1.5  0.6 15.4  1.4  5.6 SSW   W VERY_STEEP  5.2 279
2021 04 06 20 56  1.6  0.6 14.3  1.5  6.2  SW   W      STEEP  5.2 276
2021 04 06 20 26  1.6  0.5 15.4  1.5  5.6   S WNW VERY_STEEP  5.0 289
2021 04 06 19 56  1.6  0.6 14.3  1.5  5.3  SW WNW VERY_STEEP  5.1 290
2021 04 06 19 26  1.7  0.6 14.3  1.6  5.3 SSW WNW VERY_STEEP  5.3 292
2021 04 06 18 56  1.8  0.7 13.3  1.6  5.6 SSW WNW VERY_STEEP  5.3 292
2021 04 06 18 26  1.8  0.6 14.3  1.7  6.7 SSW   W      STEEP  5.3 281
2021 04 06 17 56  1.6  0.6 14.3  1.5  6.7   S WNW      STEEP  5.2 282
2021 04 06 17 26  1.5  0.6 13.3  1.4  7.1  SW   W      STEEP  5.4 276
2021 04 06 16 56  1.5  0.6 15.4  1.4  5.9 SSW   W    AVERAGE  5.4 207
2021 04 06 16 26  1.6  0.6 14.3  1.4  6.2 SSW   W    AVERAGE  5.5 200
2021 04 06 15 56  1.4  0.6 14.3  1.4  7.1 SSW   W      STEEP  5.5 271
2021 04 06 15 26  1.4  0.5 15.4  1.3  7.1 SSW   W    AVERAGE  5.5 206
2021 04 06 14 56  1.5  0.6 15.4  1.4  6.7 SSW   W    AVERAGE  5.5 202
2021 04 06 14 26  1.3  0.5 14.3  1.2  5.3 SSW WNW VERY_STEEP  5.3 283
2021 04 06 13 56  1.5  0.6 15.4  1.3  6.7  SW   W    AVERAGE  5.4 216
2021 04 06 13 26  1.6  0.6 14.3  1.4  5.9  SW WNW    AVERAGE  5.5 222
2021 04 06 12 56  1.7  0.6 14.3  1.6  5.3   S WNW VERY_STEEP  5.5 285
2021 04 06 12 26  1.7  0.6 15.4  1.6  7.1  SW   W      STEEP  5.4 274
2021 04 06 11 56  1.9  0.6 15.4  1.8  6.2  SW   W VERY_STEEP  5.4 281
2021 04 06 11 26  1.9  0.6 15.4  1.8  6.2 SSW   W VERY_STEEP  5.3 281
2021 04 06 10 56  1.9  0.7 15.4  1.8  6.2 SSW WNW VERY_STEEP  5.4 283
2021 04 06 10 26  1.9  0.6 11.8  1.8  6.7 WSW   W      STEEP  5.3 279
2021 04 06 09 56  2.1  0.6 15.4  2.0  6.7  SW   W      STEEP  5.4 278
2021 04 06 09 26  2.1  0.7 14.3  2.0  6.7 SSW   W VERY_STEEP  5.6 281
2021 04 06 08 56  2.2  0.7 15.4  2.1  7.1 SSW   W      STEEP  5.6 275
2021 04 06 08 26  2.2  0.6 15.4  2.1  6.2   S WNW VERY_STEEP  5.5 285
2021 04 06 07 56  2.2  0.6 15.4  2.1  6.7  SW WNW VERY_STEEP  5.6 285
2021 04 06 07 26  2.2  0.7 15.4  2.1  7.1 SSW WNW      STEEP  5.8 290
2021 04 06 06 56  2.3  0.6 14.3  2.2  7.1 SSW WNW      STEEP  5.8 289
2021 04 06 06 26  2.4  0.7 15.4  2.3  6.7 SSW WNW VERY_STEEP  5.6 286
2021 04 06 05 56  2.2  0.7 14.3  2.1  6.7  SW WNW VERY_STEEP  5.5 285
2021 04 06 05 26  2.3  0.6 15.4  2.2  7.1 SSW WNW      STEEP  5.7 286
2021 04 06 04 56  2.4  0.7 15.4  2.3  6.7 SSW WNW VERY_STEEP  5.7 289
2021 04 06 04 26  2.3  0.7 15.4  2.2  6.7 SSW WNW VERY_STEEP  5.6 289
2021 04 06 03 56  2.4  0.7 14.3  2.3  5.9  SW WNW VERY_STEEP  5.6 288
2021 04 06 03 26  2.3  0.6 15.4  2.2  6.7  SW   W VERY_STEEP  5.4 278
2021 04 06 02 56  2.2  0.7 15.4  2.1  5.9 SSW WNW VERY_STEEP  5.3 289
2021 04 06 02 26  2.3  0.7 15.4  2.2  6.7  SW   W VERY_STEEP  5.5 279
2021 04 06 01 56  2.3  0.7 14.3  2.2  6.7  SW   W VERY_STEEP  5.3 276
2021 04 06 01 26  2.0  0.6 15.4  2.0  5.6 SSW WNW VERY_STEEP  5.3 289
2021 04 06 00 56  2.2  0.7 15.4  2.1  7.1 SSW   W      STEEP  5.4 274
2021 04 06 00 26  2.2  0.7 15.4  2.1  5.9 SSW WNW VERY_STEEP  5.5 288
2021 04 05 23 56  2.2  0.8 15.4  2.1  6.2 SSW   W VERY_STEEP  5.6 279
2021 04 05 23 26  2.0  0.7 15.4  1.9  6.7   S   W      STEEP  5.5 272
2021 04 05 22 56  2.1  0.8 15.4  1.9  5.9   S   W VERY_STEEP  5.5 281
2021 04 05 22 26  2.0  0.8 16.7  1.8  5.6   S WNW    AVERAGE  5.5 184
2021 04 05 21 56  1.9  0.7 16.7  1.8  6.2 SSW WNW VERY_STEEP  5.3 282
2021 04 05 21 26  2.0  0.7 15.4  1.9  5.9   S   W VERY_STEEP  5.4 279
2021 04 05 20 56  1.9  0.7 14.3  1.8  5.6  SW WNW    AVERAGE  5.4 219
2021 04 05 20 26  1.8  0.7 15.4  1.7  5.9 SSW WNW VERY_STEEP  5.2 283
2021 04 05 19 56  1.8  0.8 15.4  1.6  5.3 SSW WNW    AVERAGE  5.5 193
2021 04 05 19 26  1.7  0.7 15.4  1.5  5.9 SSW   W    AVERAGE  5.5 198
2021 04 05 18 56  1.6  0.7 15.4  1.5  5.6 SSW   W    AVERAGE  5.6 202
2021 04 05 18 26  1.7  0.6 13.3  1.5  5.3 SSW WNW VERY_STEEP  5.2 282
2021 04 05 17 56  1.7  0.7 16.7  1.6  6.2 SSW   W    AVERAGE  5.6 193
2021 04 05 17 26  1.7  0.7 16.7  1.6  5.6 SSW   W    AVERAGE  5.3 202
2021 04 05 16 56  1.8  0.7 15.4  1.6  6.7   S   W      STEEP  5.5 281
2021 04 05 16 26  1.8  0.8 15.4  1.6  7.1   S   W    AVERAGE  5.6 191
2021 04 05 15 56  1.8  0.8 16.7  1.6  6.2   S   W    AVERAGE  5.8 182
2021 04 05 15 26  1.8  0.8 15.4  1.6  7.1   S   W    AVERAGE  5.7 188
2021 04 05 14 56  1.9  0.8 15.4  1.7  6.2 SSW WNW VERY_STEEP  5.7 283
2021 04 05 14 26  1.8  0.7 14.3  1.7  5.9 SSW WNW VERY_STEEP  5.7 288
2021 04 05 13 56  2.0  0.8 16.7  1.8  6.2 SSW   W VERY_STEEP  5.7 281
2021 04 05 13 26  1.9  0.8 16.7  1.8  6.7 SSW   W      STEEP  5.7 278
2021 04 05 12 56  2.0  0.8 16.7  1.8  5.9 SSW WNW VERY_STEEP  5.6 285
2021 04 05 12 26  1.9  0.8 15.4  1.8  5.9 SSW WNW    AVERAGE  5.5 203
2021 04 05 11 56  2.1  0.7 16.7  1.9  5.6 SSW WNW VERY_STEEP  5.5 292
2021 04 05 11 26  2.0  0.8 16.7  1.9  5.6 SSW WNW VERY_STEEP  5.5 286
2021 04 05 10 56  2.1  0.8 15.4  2.0  5.6   S WNW VERY_STEEP  5.8 290
2021 04 05 10 26  2.1  0.8 15.4  2.0  7.1 SSW WNW      STEEP  5.7 282
2021 04 05 09 56  2.0  0.8 16.7  1.9  5.9   S WNW VERY_STEEP  5.7 285
2021 04 05 09 26  1.9  0.8 16.7  1.7  6.2   S WNW VERY_STEEP  5.5 289
2021 04 05 08 56  1.8  0.8 15.4  1.6  5.6 SSW WNW    AVERAGE  5.5 205
2021 04 05 08 26  1.9  0.8 15.4  1.7  5.3 SSW WNW    AVERAGE  5.6 213
2021 04 05 07 56  2.0  1.0 16.7  1.7  5.0 SSW WNW    AVERAGE  5.9 198
2021 04 05 07 26  2.0  0.8 16.7  1.8  5.9   S WNW    AVERAGE  5.6 181
2021 04 05 06 56  1.9  0.9 16.7  1.7  6.2  SW WNW    AVERAGE  5.6 217
2021 04 05 06 26  1.8  0.7 16.7  1.6  5.6 SSW WNW VERY_STEEP  5.4 296
2021 04 05 05 56  1.9  0.8 16.7  1.7  5.9 SSW WNW VERY_STEEP  5.6 293
2021 04 05 05 26  1.9  0.7 15.4  1.7  5.9 SSW WNW VERY_STEEP  5.5 289
2021 04 05 04 56  2.0  0.7 16.7  1.8  5.6 SSW WNW VERY_STEEP  5.4 295
2021 04 05 04 26  2.0  0.8 16.7  1.8  5.9 SSW WNW VERY_STEEP  5.6 293
2021 04 05 03 56  1.9  0.8 16.7  1.8  6.7 SSW WNW      STEEP  5.5 286
2021 04 05 03 26  1.8  0.9 16.7  1.6  5.3   S WNW    AVERAGE  5.6 191
2021 04 05 02 56  1.6  0.8 18.2  1.4  5.9  SW   W VERY_STEEP  5.4 279
2021 04 05 02 26  1.6  0.8 16.7  1.4  6.2 SSW   W    AVERAGE  5.4 192
2021 04 05 01 56  1.7  0.8 15.4  1.5  5.9  SW WNW    AVERAGE  5.5 215
2021 04 05 01 26  1.8  0.7 15.4  1.6  5.6 SSW WNW VERY_STEEP  5.3 288
2021 04 05 00 56  1.8  0.8 16.7  1.6  5.6 SSW WNW    AVERAGE  5.4 205
2021 04 05 00 26  1.8  0.8 16.7  1.6  5.6 SSW WNW    AVERAGE  5.5 199
2021 04 04 23 56  1.5  0.8 16.7  1.3  5.0 SSW WNW    AVERAGE  5.6 203
2021 04 04 23 26  1.5  0.8 16.7  1.3  5.3 SSW WNW    AVERAGE  5.7 195
2021 04 04 22 56  1.4  0.8 18.2  1.1  5.3 SSW WNW    AVERAGE  5.4 202
2021 04 04 22 26  1.5  0.9 16.7  1.2  4.3 SSW WNW    AVERAGE  5.6 202
2021 04 04 21 56  1.4  0.9 18.2  1.0  4.3 SSW WNW    AVERAGE  5.7 192
2021 04 04 21 26  1.2  0.8 16.7  0.9  4.0 SSW WNW    AVERAGE  5.5 200
2021 04 04 20 56  1.2  0.9 16.7  0.8  4.2 SSW   W      SWELL  6.2 205
2021 04 04 20 26  1.3  1.0 16.7  0.8  5.6 SSW   W      SWELL  7.0 196
2021 04 04 19 56  1.1  0.9 16.7  0.7  6.7   S   W      SWELL  7.3 184
2021 04 04 19 26  1.1  0.8 18.2  0.8  6.2   S WNW      SWELL  6.9 191
2021 04 04 18 56  1.2  0.8 18.2  0.8  6.2   S   W      SWELL  6.5 189
2021 04 04 18 26  1.2  0.8 16.7  0.9  5.9 SSW WNW    AVERAGE  6.4 192
2021 04 04 17 56  1.2  0.7 18.2  1.0  5.6   S   W    AVERAGE  5.8 186
2021 04 04 17 26  1.4  0.9 18.2  1.0  5.9 SSW   W    AVERAGE  6.4 195
2021 04 04 16 56  1.3  0.8 18.2  1.0  6.2 SSW   W    AVERAGE  6.0 207
2021 04 04 16 26  1.4  0.9 18.2  1.1  6.2 SSW   W    AVERAGE  6.2 195
2021 04 04 15 56  1.4  0.8 16.7  1.1  5.6 SSW   W    AVERAGE  6.0 196
2021 04 04 15 26  1.4  0.8 18.2  1.1  5.6 SSW   W    AVERAGE  6.0 213
2021 04 04 14 56  1.4  0.8 18.2  1.2  5.9 SSW   W    AVERAGE  5.6 199
2021 04 04 14 26  1.6  0.9 14.3  1.2  6.7  SW   W    AVERAGE  6.0 216
2021 04 04 13 56  1.6  0.9 18.2  1.3  6.2 SSW   W    AVERAGE  6.0 199
2021 04 04 13 26  1.4  0.9 18.2  1.2  5.3   S WNW    AVERAGE  6.0 189
2021 04 04 12 56  1.5  0.8 18.2  1.2  5.6 SSW WNW    AVERAGE  5.8 198
2021 04 04 12 26  1.6  0.9 18.2  1.3  6.2 SSW   W    AVERAGE  6.0 196
2021 04 04 11 56  1.5  0.8 14.3  1.2  6.2  SW   W    AVERAGE  5.8 227
2021 04 04 11 26  1.4  0.7 18.2  1.1  4.3 SSW WNW    AVERAGE  5.4 202
2021 04 04 10 56  1.5  1.0 18.2  1.1  5.6   S   W    AVERAGE  6.2 186
2021 04 04 10 26  1.5  0.8 14.3  1.2  4.8 SSW WNW    AVERAGE  5.4 212
2021 04 04 09 56  1.5  0.8 14.3  1.2  5.6  SW   W    AVERAGE  5.5 236
2021 04 04 09 26  1.3  0.8 18.2  1.1  4.8 SSW WNW    AVERAGE  5.5 199
2021 04 04 08 56  1.4  0.9 18.2  1.1  5.9   S   W    AVERAGE  5.7 188
2021 04 04 08 26  1.4  0.9 18.2  1.1  4.5 SSW WNW    AVERAGE  5.8 198
2021 04 04 07 56  1.5  1.0 18.2  1.1  5.3 SSW WNW    AVERAGE  6.0 192
2021 04 04 07 26  1.5  1.0 18.2  1.0  5.3 SSW   W      SWELL  6.4 202
2021 04 04 06 56  1.4  0.9 18.2  1.1  5.0 SSW   W    AVERAGE  5.6 209
2021 04 04 06 26  1.4  0.8 15.4  1.1  5.3 SSW   W    AVERAGE  5.3 202
2021 04 04 05 56  1.4  0.8 18.2  1.2  5.6   S   W    AVERAGE  5.2 184
2021 04 04 05 26  1.4  0.8 18.2  1.2  5.3 SSW WNW    AVERAGE  5.3 192
2021 04 04 04 56  1.6  0.8 18.2  1.3  5.3 SSW   W    AVERAGE  5.2 195
2021 04 04 04 26  1.5  0.8 18.2  1.3  4.5 SSW WNW    AVERAGE  5.2 199
2021 04 04 03 56  1.6  0.9 15.4  1.4  5.3 SSW   W    AVERAGE  5.4 198
2021 04 04 03 26  1.6  0.8 13.3  1.3  5.0  SW WNW    AVERAGE  5.3 230
2021 04 04 02 56  1.5  0.8 15.4  1.3  5.0  SW   W    AVERAGE  5.2 219
2021 04 04 02 26  1.6  0.9 15.4  1.3  5.3  SW WNW    AVERAGE  5.4 219
2021 04 04 01 56  1.4  0.8 18.2  1.2  4.8 SSW WNW    AVERAGE  5.2 196
2021 04 04 01 26  1.5  0.9 15.4  1.2  4.5 SSW WNW    AVERAGE  5.5 213
2021 04 04 00 56  1.5  0.9 15.4  1.2  4.8  SW WNW    AVERAGE  5.5 220
2021 04 04 00 26  1.4  0.9 15.4  1.1  4.2  SW WNW    AVERAGE  5.4 227
2021 04 03 23 56  1.4  0.9 15.4  1.1  4.8 SSW WNW    AVERAGE  5.8 193
2021 04 03 23 26  1.2  0.7 15.4  1.0  5.3 SSW   W    AVERAGE  5.3 202
2021 04 03 22 56  1.3  0.9 18.2  0.9  4.8 SSW   W      SWELL  6.1 195
2021 04 03 22 26  1.1  0.8 15.4  0.8  4.2 SSW WNW      SWELL  5.5 209
2021 04 03 21 56  1.1  0.8 14.3  0.8  4.3  SW   W      SWELL  5.6 227
2021 04 03 21 26  1.2  0.9 14.3  0.8  3.9  SW   W      SWELL  6.5 229
2021 04 03 20 56  1.1  0.8 18.2  0.7  4.5 SSW   W      SWELL  6.1 206
2021 04 03 20 26  1.1  0.8 14.3  0.8  4.0  SW WNW      SWELL  6.4 227
2021 04 03 19 56  1.0  0.7 15.4  0.7  4.8 SSW   W      SWELL  5.9 206
2021 04 03 19 26  1.1  0.8 15.4  0.7  4.8  SW   W      SWELL  7.0 217
2021 04 03 18 56  1.0  0.8 15.4  0.7  4.8  SW   W      SWELL  6.6 215
2021 04 03 18 26  1.1  0.8 15.4  0.8  4.8  SW   W      SWELL  6.1 223
2021 04 03 17 56  1.1  0.8 15.4  0.8  5.0  SW   W      SWELL  6.5 219
2021 04 03 17 26  1.2  0.8 15.4  0.9  4.8 SSW   W    AVERAGE  5.9 205
2021 04 03 16 56  1.2  0.8 14.3  0.9  5.0 WSW   W    AVERAGE  5.9 244
2021 04 03 16 26  1.3  0.8 14.3  1.0  5.0 WSW   W    AVERAGE  5.8 240
2021 04 03 15 56  1.3  0.8 14.3  1.0  5.0 WSW WNW    AVERAGE  5.7 241
2021 04 03 15 26  1.4  0.9 15.4  1.1  4.8  SW   W    AVERAGE  5.8 217
2021 04 03 14 56  1.3  0.8 15.4  1.0  5.0  SW   W    AVERAGE  5.7 222
2021 04 03 14 26  1.3  0.8 15.4  1.0  5.6 SSW   W    AVERAGE  5.7 205
2021 04 03 13 56  1.2  0.7 14.3  1.0  5.3 WSW   W    AVERAGE  5.5 250
2021 04 03 13 26  1.2  0.8 15.4  0.9  5.6  SW   W    AVERAGE  6.2 220
2021 04 03 12 56  1.2  0.7 15.4  1.0  5.0  SW   W    AVERAGE  5.5 236
2021 04 03 12 26  1.3  0.8 14.3  1.0  5.3 WSW   W    AVERAGE  6.0 258
2021 04 03 11 56  1.3  0.9 15.4  0.9  5.6  SW   W      SWELL  6.6 233
2021 04 03 11 26  1.2  0.9 15.4  0.8  5.3 WSW   W      SWELL  6.8 244
2021 04 03 10 56  1.2  0.9 14.3  0.7  5.3  SW   W      SWELL  7.4 224
2021 04 03 10 26  1.1  0.8 14.3  0.7  5.6  SW   W      SWELL  7.0 233
2021 04 03 09 56  1.1  0.9 15.4  0.6  5.6  SW   W      SWELL  8.3 222
2021 04 03 09 26  1.0  0.8 14.3  0.6  5.3  SW   W      SWELL  8.1 227
2021 04 03 08 56  0.9  0.7 16.7  0.6  5.0  SW WSW      SWELL  7.0 216
2021 04 03 08 26  1.1  0.9 15.4  0.7  5.3  SW   W      SWELL  8.1 233
2021 04 03 07 56  1.1  0.9 15.4  0.6  5.6 SSW WSW      SWELL  7.7 209
2021 04 03 07 26  1.0  0.8 15.4  0.6  5.3  SW   W      SWELL  7.6 236
2021 04 03 06 56  1.1  0.9 15.4  0.6  9.9 SSW SSW      SWELL  7.7 207
2021 04 03 06 26  1.1  0.9 15.4  0.7  9.9  SW SSW      SWELL  6.9 233
2021 04 03 05 56  1.0  0.7 16.7  0.7  4.3 SSW   W      SWELL  5.5 192
2021 04 03 05 26  1.2  0.8 15.4  0.8  3.9  SW WNW      SWELL  5.4 217
2021 04 03 04 56  1.1  0.7 16.7  0.9  3.9 SSW WNW    AVERAGE  5.0 202
2021 04 03 04 26  1.1  0.8 16.7  0.8  4.3 SSW   W      SWELL  5.8 202
2021 04 03 03 56  1.2  0.8 15.4  0.8  4.0 SSW   W      SWELL  5.9 209
2021 04 03 03 26  1.1  0.7 16.7  0.8  4.2 SSW   W    AVERAGE  5.6 209
2021 04 03 02 56  1.0  0.7 15.4  0.7  4.8 WSW   W      SWELL  6.0 241
2021 04 03 02 26  1.0  0.7 15.4  0.7  4.8  SW   W      SWELL  5.8 215
2021 04 03 01 56  1.0  0.7 15.4  0.7  5.0  SW   W      SWELL  6.3 215
2021 04 03 01 26  1.1  0.9 16.7  0.6  5.3 SSW   W      SWELL  8.0 212
2021 04 03 00 56  1.0  0.8 15.4  0.7  5.3  SW   W      SWELL  7.4 215
2021 04 03 00 26  0.9  0.7 15.4  0.6  4.8 WSW   W      SWELL  7.7 237
2021 04 02 23 56  1.0  0.8 16.7  0.6  5.6 SSW   W      SWELL  8.2 213
2021 04 02 23 26  0.9  0.6 15.4  0.6  5.3  SW   W      SWELL  6.9 223
2021 04 02 22 56  1.0  0.8 15.4  0.6  5.0  SW   W      SWELL  8.1 215
2021 04 02 22 26  1.0  0.8 15.4  0.6  5.3  SW   W      SWELL  8.1 222
2021 04 02 21 56  0.9  0.7 15.4  0.6  5.6 SSW   W      SWELL  7.5 212
2021 04 02 21 26  1.0  0.7 16.7  0.7  5.0  SW   W      SWELL  6.7 224
2021 04 02 20 56  1.1  0.8 15.4  0.7  9.9  SW WSW      SWELL  7.7 217
2021 04 02 20 26  0.9  0.6 14.3  0.7  5.3 SSW   W    AVERAGE  6.5 207
2021 04 02 19 56  1.0  0.7 15.4  0.7  5.3  SW   W      SWELL  6.7 216
2021 04 02 19 26  1.1  0.8 14.3  0.7  5.6  SW   W      SWELL  6.9 216
2021 04 02 18 56  1.1  0.8 16.7  0.7  5.3  SW   W      SWELL  7.3 223
2021 04 02 18 26  1.0  0.7 16.7  0.8  5.3 SSW   W    AVERAGE  6.3 206
2021 04 02 17 56  1.1  0.7 15.4  0.8  5.3 SSW   W    AVERAGE  6.4 209
2021 04 02 17 26  1.1  0.7 15.4  0.8  5.6 SSW   W    AVERAGE  6.1 206
2021 04 02 16 56  1.1  0.7 16.7  0.9  5.6 SSW   W    AVERAGE  6.3 212
2021 04 02 16 26  1.2  0.8 16.7  0.9  5.3 SSW   W    AVERAGE  6.5 213
2021 04 02 15 56  1.2  0.8 15.4  1.0  5.3  SW   W    AVERAGE  6.3 216
2021 04 02 15 26  1.2  0.7 16.7  0.9  5.6   S   W    AVERAGE  6.2 186
2021 04 02 14 56  1.2  0.7 16.7  0.9  5.0 SSW   W    AVERAGE  6.2 196
2021 04 02 14 26  1.1  0.7 16.7  0.9  5.0  SW   W    AVERAGE  6.3 226
2021 04 02 13 56  1.2  0.8 15.4  0.8  4.8 SSW   W      SWELL  6.9 200
2021 04 02 13 26  1.1  0.8 16.7  0.9  5.3 SSW   W    AVERAGE  6.7 205
2021 04 02 12 56  1.1  0.7 16.7  0.8  5.0  SW   W    AVERAGE  6.7 226
2021 04 02 12 26  1.1  0.7 14.3  0.8  5.6 SSW   W    AVERAGE  6.6 203
2021 04 02 11 56  1.1  0.7 16.7  0.9  5.3  SW   W    AVERAGE  6.0 220
2021 04 02 11 26  1.1  0.7 15.4  0.8  5.0  SW   W    AVERAGE  5.9 217
2021 04 02 10 56  1.2  0.7 15.4  1.0  5.6 SSW   W    AVERAGE  5.7 206
2021 04 02 10 26  1.2  0.8 15.4  0.9  5.0 SSW   W    AVERAGE  6.0 203
2021 04 02 09 56  1.2  0.8 16.7  0.9  4.8  SW   W    AVERAGE  5.9 223
2021 04 02 09 26  1.1  0.7 15.4  0.8  5.0 SSW WSW    AVERAGE  5.7 196
2021 04 02 08 56  1.2  0.9 16.7  0.8  4.5 SSW WSW      SWELL  6.5 195
2021 04 02 08 26  1.1  0.8 16.7  0.7  4.3 SSW   W      SWELL  6.3 212
2021 04 02 07 56  1.0  0.7 15.4  0.7  4.8 SSW WSW      SWELL  5.7 203
2021 04 02 07 26  1.0  0.8 16.7  0.7  4.8 SSW WSW      SWELL  6.3 203
2021 04 02 06 56  1.1  0.8 16.7  0.7  4.5 SSE WSW      SWELL  6.9 161
2021 04 02 06 26  1.0  0.8 15.4  0.6  4.5 SSW WSW      SWELL  6.6 207
2021 04 02 05 56  1.0  0.7 16.7  0.7  4.5 SSW WSW      SWELL  6.2 212
2021 04 02 05 26  1.0  0.8 15.4  0.7  9.1 SSW  SW      SWELL  6.3 193
2021 04 02 04 56  1.0  0.7 16.7  0.7  9.9   S  SW      SWELL  5.8 188
2021 04 02 04 26  1.1  0.8 16.7  0.8  3.7 SSW WNW      SWELL  5.6 199
2021 04 02 03 56  1.0  0.7 16.7  0.7  3.7 SSW WNW      SWELL  5.5 207
