#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2021 04 02 03 26  1.0  0.7 16.7  0.8  3.7   S WNW    AVERAGE  5.5 188
2021 04 02 02 56  1.0  0.7 16.7  0.8  3.6   S WNW    AVERAGE  5.6 189
2021 04 02 02 26  1.1  0.7 15.4  0.8  3.7 SSW WNW    AVERAGE  5.8 196
2021 04 02 01 56  1.0  0.7 15.4  0.8  9.9   S   W    AVERAGE  5.8 189
2021 04 02 01 26  0.9  0.6 15.4  0.7  9.1 SSW   W    AVERAGE  5.4 202
2021 04 02 00 56  1.0  0.7 16.7  0.8  3.9 SSW   W    AVERAGE  5.6 193
2021 04 02 00 26  1.0  0.7 16.7  0.7  9.9   S  SW      SWELL  5.9 191
2021 04 01 23 56  1.0  0.6 16.7  0.8  9.9 SSW WSW    AVERAGE  5.5 193
2021 04 01 22 26  1.0  0.8 16.7  0.5  9.1 SSW   W      SWELL 10.0 200
2021 04 01 21 56  0.9  0.8 16.7  0.5  9.9 SSW WSW      SWELL  9.9 207
2021 04 01 21 26  0.8  0.7 16.7  0.5  9.9 SSW   W      SWELL  9.2 202
2021 04 01 20 56  0.8  0.7 15.4  0.5  9.9 SSW   W        N/A  9.1 195
2021 04 01 20 26  1.0  0.8 16.7  0.6  9.9 SSW   W      SWELL 10.1 205
2021 04 01 19 56  0.9  0.7 15.4  0.5  8.3 SSW   W      SWELL  9.5 206
2021 04 01 19 26  0.8  0.7 16.7  0.5  9.9 SSW   W      SWELL  8.8 203
2021 04 01 18 56  0.9  0.7 16.7  0.5  9.9 SSW   W      SWELL  9.7 202
2021 04 01 18 26  0.9  0.7 15.4  0.5  8.3 SSW   W      SWELL  9.1 203
2021 04 01 17 56  0.9  0.7 16.7  0.5  9.9   S   W      SWELL  8.5 184
2021 04 01 17 26  0.9  0.7 15.4  0.6  9.9 SSW   W      SWELL  8.8 199
2021 04 01 16 56  0.8  0.6 16.7  0.6  8.3   S   W      SWELL  7.9 184
2021 04 01 16 26  0.9  0.7 16.7  0.6  9.9 SSW   W      SWELL  8.7 199
2021 04 01 15 56  1.0  0.8 16.7  0.6  8.3  SW   W      SWELL  9.0 215
2021 04 01 15 26  1.1  0.9 16.7  0.7  9.9 SSW WNW      SWELL  9.4 206
2021 04 01 14 56  1.0  0.8 16.7  0.7  9.9 SSW   W      SWELL  8.9 200
2021 04 01 14 26  0.9  0.7 15.4  0.7  9.9 SSW   W      SWELL  8.5 196
2021 04 01 13 56  0.9  0.7 16.7  0.6  7.7 SSW   W      SWELL  8.6 207
2021 04 01 13 26  0.9  0.7 16.7  0.6  9.9 SSW   W      SWELL  9.0 205
2021 04 01 12 56  1.0  0.8 16.7  0.7  9.9 SSW   W      SWELL  9.0 202
2021 04 01 12 26  0.9  0.7 16.7  0.6  9.9 SSW   W      SWELL  9.1 210
2021 04 01 11 56  0.9  0.7 16.7  0.6  9.1 SSW   W      SWELL  9.7 198
2021 04 01 11 26  0.9  0.7 16.7  0.6  9.9 SSW   W      SWELL  9.5 210
2021 04 01 10 56  1.0  0.9 16.7  0.6  9.9 SSW WNW      SWELL 10.3 203
2021 04 01 10 26  1.0  0.8 16.7  0.6  9.9 SSW WNW      SWELL  9.8 206
2021 04 01 09 56  0.9  0.8 18.2  0.6  9.9  SW WNW      SWELL  9.7 215
2021 04 01 09 26  0.9  0.8 16.7  0.6  9.1  SW   W      SWELL  9.6 215
2021 04 01 08 56  0.9  0.8 16.7  0.5  8.3  SW   W      SWELL 10.0 216
2021 04 01 08 26  1.0  0.8 16.7  0.5  9.1 SSW WNW      SWELL 10.5 212
2021 04 01 07 56  0.9  0.7 16.7  0.5  9.9 SSW   W      SWELL  9.3 210
2021 04 01 07 26  0.9  0.7 16.7  0.6  7.7 SSW   W      SWELL  9.1 192
2021 04 01 06 56  1.0  0.9 16.7  0.5  9.9 SSW   W      SWELL 10.4 202
2021 04 01 06 26  0.9  0.7 16.7  0.6  8.3 SSW WNW      SWELL  8.3 196
2021 04 01 05 56  0.8  0.7 16.7  0.5  9.9   S WNW      SWELL  7.8 191
2021 04 01 05 26  0.9  0.7 16.7  0.6  9.9 SSW WNW      SWELL  7.9 198
2021 04 01 04 56  0.9  0.6 18.2  0.6  9.1 SSW   W      SWELL  6.9 203
2021 04 01 04 26  0.9  0.7 16.7  0.6  9.9 SSW WNW      SWELL  7.8 198
2021 04 01 03 56  0.9  0.7 16.7  0.6  9.9 SSW   W      SWELL  7.7 200
2021 04 01 03 26  0.9  0.7 16.7  0.6  9.9 SSW WNW      SWELL  7.4 193
2021 04 01 02 56  0.9  0.7 16.7  0.6  9.9 SSW WNW      SWELL  7.8 206
2021 04 01 02 26  1.0  0.8 16.7  0.6  9.9 SSW   W      SWELL  8.1 200
2021 04 01 01 56  0.9  0.7 16.7  0.7  9.9 SSW WNW      SWELL  7.7 196
2021 04 01 01 26  0.9  0.6 16.7  0.7  6.7   S   W    AVERAGE  7.1 189
2021 04 01 00 56  1.0  0.7 16.7  0.7  8.3 SSW   W      SWELL  7.5 196
2021 04 01 00 26  1.0  0.7 18.2  0.7  9.9 SSW   W      SWELL  7.3 196
2021 03 31 23 56  1.0  0.7 16.7  0.8  9.1 SSW   W    AVERAGE  7.1 207
2021 03 31 23 26  1.0  0.6 16.7  0.8  9.9 SSW   W    AVERAGE  7.2 199
2021 03 31 22 56  1.0  0.7 16.7  0.7  7.7 SSW   W      SWELL  7.4 207
2021 03 31 22 26  1.0  0.6 16.7  0.8  7.7 SSW   W    AVERAGE  7.4 209
2021 03 31 21 56  0.9  0.6 16.7  0.7  9.9 SSW   W    AVERAGE  7.9 212
2021 03 31 21 26  0.9  0.6 18.2  0.7  9.1 SSW   W    AVERAGE  8.2 202
2021 03 31 20 56  0.9  0.6 16.7  0.7  9.9 SSW   W    AVERAGE  8.4 209
2021 03 31 20 26  0.9  0.6 15.4  0.7  9.9 SSW   W    AVERAGE  8.0 202
2021 03 31 19 56  1.0  0.7 16.7  0.7  9.9 SSW   W      SWELL  8.5 207
2021 03 31 19 26  0.9  0.7 15.4  0.7  9.9 SSW   W      SWELL  8.5 202
2021 03 31 18 56  0.9  0.7 16.7  0.6  9.1 SSW   W      SWELL  9.0 196
2021 03 31 18 26  0.9  0.6 18.2  0.6  7.1 SSW   W      SWELL  8.5 205
2021 03 31 17 56  0.9  0.6 18.2  0.6  7.7 SSW   W      SWELL  8.1 195
2021 03 31 17 26  0.9  0.6 18.2  0.7  9.1 SSW   W    AVERAGE  7.9 206
2021 03 31 16 56  0.8  0.5 15.4  0.6  9.1 SSW WNW    AVERAGE  7.4 203
2021 03 31 16 26  0.9  0.6 15.4  0.7  9.1 SSW   W    AVERAGE  7.6 206
2021 03 31 15 56  0.9  0.6 12.5  0.7  8.3   W   W    AVERAGE  7.3 261
2021 03 31 15 26  0.9  0.6 11.8  0.7  9.9 WNW WNW    AVERAGE  7.1 289
2021 03 31 14 56  0.9  0.6 15.4  0.8  7.7 SSW   W    AVERAGE  7.1 198
2021 03 31 14 26  1.0  0.6 16.7  0.8  9.1 SSW   W    AVERAGE  7.5 199
2021 03 31 13 56  1.0  0.6 18.2  0.8  9.1 SSW   W    AVERAGE  7.4 202
2021 03 31 13 26  0.9  0.5 15.4  0.7  7.7  SW   W    AVERAGE  7.0 223
2021 03 31 12 56  1.0  0.6 13.3  0.8  9.9  SW   W    AVERAGE  7.4 224
2021 03 31 12 26  0.9  0.6 14.3  0.7  9.9  SW   W    AVERAGE  7.6 217
2021 03 31 11 56  0.9  0.6 15.4  0.8  9.9 SSW   W    AVERAGE  7.5 212
2021 03 31 11 26  0.9  0.6 15.4  0.7  7.1 SSW   W    AVERAGE  7.4 203
2021 03 31 10 56  0.9  0.6 16.7  0.7  7.1 SSW   W    AVERAGE  8.0 206
2021 03 31 10 26  0.9  0.6 12.5  0.7  7.1   W   W    AVERAGE  8.1 272
2021 03 31 09 56  0.9  0.6 15.4  0.7  8.3 SSW   W    AVERAGE  8.0 212
2021 03 31 09 26  0.9  0.7 15.4  0.7  7.1 SSW   W      SWELL  8.5 213
2021 03 31 08 56  0.9  0.6 15.4  0.7  9.9 SSW   W    AVERAGE  8.0 193
2021 03 31 08 26  0.8  0.6 14.3  0.7  8.3 SSW   W    AVERAGE  8.2 196
2021 03 31 07 56  0.9  0.6 15.4  0.6  8.3 SSW   W      SWELL  8.2 212
2021 03 31 07 26  0.9  0.6 15.4  0.6  7.1 SSW   W      SWELL  8.2 205
2021 03 31 06 56  0.8  0.5 18.2  0.6  8.3 SSW   W    AVERAGE  7.9 209
2021 03 31 06 26  0.8  0.5 15.4  0.6  9.9  SW   W    AVERAGE  8.1 220
2021 03 31 05 56  0.8  0.5 16.7  0.6  9.9 SSW   W        N/A  7.6 210
2021 03 31 05 26  0.8  0.5 15.4  0.7  7.7 SSW   W    AVERAGE  7.3 193
2021 03 31 04 56  0.8  0.5 15.4  0.6  7.7 SSW   W    AVERAGE  7.3 212
2021 03 31 04 26  0.9  0.6 15.4  0.7  9.1 SSW WNW    AVERAGE  7.3 212
2021 03 31 03 56  0.8  0.6 15.4  0.7  9.9 SSW WNW    AVERAGE  6.8 196
2021 03 31 03 26  0.8  0.5 18.2  0.7  9.9 SSW WNW    AVERAGE  6.3 202
2021 03 31 02 56  0.9  0.5 15.4  0.8  7.1 SSW   W    AVERAGE  6.3 193
2021 03 31 02 26  1.0  0.5 18.2  0.8  8.3 SSW WNW    AVERAGE  6.5 202
2021 03 31 01 56  1.0  0.5 14.3  0.9  7.7  SW WNW    AVERAGE  6.3 226
2021 03 31 01 26  1.0  0.5 18.2  0.9  5.3 SSW   W VERY_STEEP  6.0 278
2021 03 31 00 56  1.1  0.5 15.4  0.9  5.9 SSW   W      STEEP  6.3 278
2021 03 31 00 26  1.0  0.5 16.7  0.9  7.7  SW   W    AVERAGE  6.3 215
2021 03 30 23 56  1.2  0.6 15.4  1.0  8.3  SW WNW    AVERAGE  6.6 285
2021 03 30 23 26  1.1  0.6 14.3  1.0  6.7  SW   W    AVERAGE  6.8 219
2021 03 30 22 56  1.1  0.6 13.3  1.0  7.1 WSW   W    AVERAGE  7.1 271
2021 03 30 22 26  1.1  0.6 18.2  1.0  7.1 SSW   W    AVERAGE  7.2 272
2021 03 30 21 56  1.1  0.6 13.3  0.9  7.7  SW WNW    AVERAGE  7.0 283
2021 03 30 21 26  1.1  0.6 11.8  0.9  8.3 WNW   W    AVERAGE  7.2 293
2021 03 30 20 56  1.0  0.6 14.3  0.9  9.9  SW WNW    AVERAGE  7.2 215
2021 03 30 20 26  1.1  0.6 16.7  0.9  7.7 SSW   W    AVERAGE  7.0 272
2021 03 30 19 56  1.0  0.5 15.4  0.9  7.1 SSW   W    AVERAGE  6.8 213
2021 03 30 19 26  1.0  0.5 14.3  0.8  9.1 SSW   W    AVERAGE  6.5 213
2021 03 30 18 56  1.0  0.5 14.3  0.9  6.7 SSW   W    AVERAGE  6.4 210
2021 03 30 18 26  1.0  0.5 15.4  0.9  7.7 SSW   W    AVERAGE  6.4 212
2021 03 30 17 56  1.0  0.5 14.3  0.9  7.7  SW   W    AVERAGE  6.2 217
2021 03 30 17 26  1.0  0.5 14.3  0.9  7.1 SSW   W    AVERAGE  6.0 209
2021 03 30 16 56  1.1  0.5 18.2  0.9  7.1 SSW   W    AVERAGE  5.9 271
2021 03 30 16 26  1.0  0.5 15.4  0.9  7.1  SW   W    AVERAGE  5.9 219
2021 03 30 15 56  1.1  0.5 14.3  1.0  6.7  SW   W    AVERAGE  5.8 217
2021 03 30 15 26  1.1  0.4 16.7  1.0  5.9 SSW   W      STEEP  5.2 281
2021 03 30 14 56  1.1  0.5 15.4  1.0  5.9  SW   W      STEEP  5.3 278
2021 03 30 14 26  1.2  0.5 15.4  1.1  6.2  SW   W    AVERAGE  5.2 217
2021 03 30 13 56  1.3  0.5 16.7  1.2  6.7 SSW   W    AVERAGE  5.5 200
2021 03 30 13 26  1.3  0.5 15.4  1.2  7.1  SW   W    AVERAGE  5.5 217
2021 03 30 12 56  1.3  0.5 15.4  1.2  5.9 SSW   W      STEEP  5.7 275
2021 03 30 12 26  1.4  0.4 16.7  1.4  6.2 SSW   W      STEEP  5.8 278
2021 03 30 11 56  1.5  0.5 16.7  1.4  5.6 SSW WNW VERY_STEEP  5.8 285
2021 03 30 11 26  1.5  0.5 16.7  1.4  6.2 SSW   W      STEEP  5.9 279
2021 03 30 10 56  1.5  0.5 16.7  1.4  5.9 SSW WNW VERY_STEEP  5.7 286
2021 03 30 10 26  1.6  0.5 13.3  1.6  7.1 WSW   W      STEEP  5.8 276
2021 03 30 09 56  1.5  0.5 15.4  1.5  6.7  SW WNW      STEEP  5.5 282
2021 03 30 09 26  1.7  0.6 15.4  1.6  7.7 WSW   W    AVERAGE  5.7 276
2021 03 30 08 56  1.8  0.6 16.7  1.7  7.1 SSW   W      STEEP  5.7 281
2021 03 30 08 26  1.8  0.6 16.7  1.7  6.2  SW WNW VERY_STEEP  5.6 288
2021 03 30 07 56  1.7  0.6 14.3  1.6  6.2  SW   W VERY_STEEP  5.4 279
2021 03 30 07 26  1.7  0.5 14.3  1.6  5.3  SW WNW VERY_STEEP  5.2 288
2021 03 30 06 56  1.7  0.6 15.4  1.7  5.6 SSW WNW VERY_STEEP  5.2 295
2021 03 30 06 26  1.8  0.5 16.7  1.8  5.9 SSW WNW VERY_STEEP  5.1 288
2021 03 30 05 56  1.8  0.5 16.7  1.8  5.6  SW WNW VERY_STEEP  5.1 286
2021 03 30 05 26  1.9  0.5 15.4  1.8  5.9   S WNW VERY_STEEP  5.1 282
2021 03 30 04 56  1.9  0.5 15.4  1.9  6.2 SSW WNW VERY_STEEP  5.1 288
2021 03 30 04 26  2.0  0.5 16.7  2.0  5.9  SW WNW VERY_STEEP  5.3 286
2021 03 30 03 56  2.0  0.4 15.4  1.9  6.2  SW WNW VERY_STEEP  5.2 285
2021 03 30 03 26  1.8  0.5 16.7  1.8  6.2 SSW WNW VERY_STEEP  5.2 283
2021 03 30 02 56  2.0  0.5 16.7  1.9  5.6 SSW WNW VERY_STEEP  5.2 292
2021 03 30 02 26  1.8  0.5 15.4  1.8  5.6 SSW WNW VERY_STEEP  5.0 289
2021 03 30 01 56  1.9  0.5 14.3  1.8  5.6  SW WNW VERY_STEEP  5.0 286
2021 03 30 01 26  2.0  0.5 16.7  1.9  5.6 SSW WNW VERY_STEEP  5.2 295
2021 03 30 00 56  1.8  0.5 15.4  1.8  6.2 SSW WNW VERY_STEEP  5.1 285
2021 03 30 00 26  1.8  0.5 15.4  1.8  6.2  SW WNW VERY_STEEP  5.1 286
2021 03 29 23 56  1.7  0.5 16.7  1.6  5.9   S WNW VERY_STEEP  5.0 283
2021 03 29 23 26  1.7  0.4 14.3  1.6  5.6 SSW WNW VERY_STEEP  5.1 292
2021 03 29 22 56  1.5  0.6 16.7  1.4  5.9  SW WNW    AVERAGE  5.3 222
2021 03 29 22 26  1.5  0.5 15.4  1.4  5.3  SW WNW VERY_STEEP  5.4 289
2021 03 29 21 56  1.3  0.5 16.7  1.2  6.2  SW   W      STEEP  5.4 275
2021 03 29 21 26  1.3  0.4 15.4  1.2  5.9 SSW WNW      STEEP  5.3 282
2021 03 29 20 56  1.2  0.4 16.7  1.1  6.2 SSW   W      STEEP  5.5 279
2021 03 29 20 26  1.1  0.5 16.7  1.0  7.1  SW   W    AVERAGE  5.8 217
2021 03 29 19 56  1.1  0.4 16.7  1.0  7.1 SSW   W    AVERAGE  5.9 276
2021 03 29 19 26  1.1  0.5 16.7  1.0  7.1 SSW   W    AVERAGE  6.1 212
2021 03 29 18 56  1.1  0.4 16.7  1.0  7.1 SSW   W    AVERAGE  5.8 271
2021 03 29 18 26  1.1  0.5 16.7  1.1  7.1 SSW   W    AVERAGE  5.6 267
2021 03 29 17 56  1.1  0.4 16.7  1.1  6.7  SW   W      STEEP  5.5 264
2021 03 29 17 26  1.1  0.5 14.3  1.0  6.7 SSW   W      STEEP  5.4 265
2021 03 29 16 56  1.2  0.5 16.7  1.1  5.9 SSW   W      STEEP  5.2 265
2021 03 29 15 26  1.2  0.5 16.7  1.1  6.7  SW   W      STEEP  5.3 276
2021 03 29 14 56  1.3  0.5 16.7  1.2  7.1  SW   W    AVERAGE  5.3 274
2021 03 29 14 26  1.4  0.5 16.7  1.3  6.2 SSW   W      STEEP  5.3 275
2021 03 29 13 56  1.3  0.4 16.7  1.2  5.3  SW   W VERY_STEEP  5.1 278
2021 03 29 13 26  1.5  0.5 16.7  1.4  5.3  SW WNW VERY_STEEP  5.2 283
2021 03 29 12 56  1.4  0.4 16.7  1.4  5.9 SSW   W VERY_STEEP  5.2 276
2021 03 29 12 26  1.4  0.4 16.7  1.4  5.9 SSW   W VERY_STEEP  5.1 281
2021 03 29 11 56  1.4  0.6 16.7  1.3  6.2  SW   W      STEEP  5.3 275
2021 03 29 11 26  1.3  0.5 16.7  1.2  5.9  SW   W      STEEP  5.2 276
2021 03 29 10 56  1.3  0.5 18.2  1.2  5.3 SSW WNW VERY_STEEP  5.2 282
2021 03 29 10 26  1.3  0.5 16.7  1.2  5.9  SW WNW      STEEP  5.3 285
2021 03 29 09 56  1.3  0.5 16.7  1.2  5.9 SSW WNW      STEEP  5.2 285
2021 03 29 09 26  1.1  0.5 16.7  1.0  6.2  SW   W    AVERAGE  5.3 224
2021 03 29 08 56  1.2  0.5 18.2  1.1  5.9 SSW   W    AVERAGE  5.3 206
2021 03 29 08 26  1.2  0.5 18.2  1.1  6.2 SSW   W    AVERAGE  5.4 199
2021 03 29 07 56  1.2  0.5 16.7  1.1  5.9 SSW   W      STEEP  5.2 271
2021 03 29 07 26  1.2  0.5 18.2  1.1  5.9 SSW   W    AVERAGE  5.0 209
2021 03 29 06 56  1.0  0.5 18.2  0.9  5.3 SSW   W    AVERAGE  5.2 195
2021 03 29 06 26  1.1  0.5 16.7  0.9  5.3 SSW   W    AVERAGE  5.0 205
2021 03 29 05 56  1.2  0.5 18.2  1.1  4.3 SSW WNW    AVERAGE  4.7 205
2021 03 29 05 26  1.1  0.5 16.7  1.0  5.6 SSW   W    AVERAGE  4.6 195
2021 03 29 04 56  1.2  0.5 18.2  1.1  4.8 SSW   W    AVERAGE  4.6 199
2021 03 29 04 26  1.2  0.5 18.2  1.1  4.5  SW WNW    AVERAGE  4.5 217
2021 03 29 03 56  1.2  0.4 18.2  1.1  4.3 SSW WNW VERY_STEEP  4.4 288
2021 03 29 03 26  1.1  0.5 16.7  1.0  4.5 SSW   W VERY_STEEP  4.4 276
2021 03 29 02 56  1.1  0.5 18.2  0.9  4.3 SSW   W    AVERAGE  4.6 206
2021 03 29 02 26  1.1  0.6 18.2  0.9  4.2  SW WNW    AVERAGE  4.8 216
2021 03 29 01 56  1.0  0.5 18.2  0.8  4.5  SW   W    AVERAGE  4.7 222
2021 03 29 01 26  1.0  0.5 14.3  0.9  4.2  SW   W    AVERAGE  4.7 224
2021 03 29 00 56  1.0  0.5 18.2  0.9  3.9 SSW WNW    AVERAGE  4.8 213
2021 03 29 00 26  0.9  0.5 15.4  0.8  6.7  SW   W    AVERAGE  4.9 215
2021 03 28 23 56  0.9  0.5 18.2  0.8  3.7  SW   W    AVERAGE  5.0 223
2021 03 28 23 26  0.8  0.5 18.2  0.7  8.3 WSW   W    AVERAGE  5.3 237
2021 03 28 22 56  0.8  0.5 18.2  0.7  8.3  SW   W    AVERAGE  5.8 216
2021 03 28 22 26  0.8  0.5 18.2  0.7  9.9  SW   W        N/A  6.3 219
2021 03 28 21 56  0.8  0.5 18.2  0.6  9.9 SSW   W    AVERAGE  6.8 213
2021 03 28 21 26  0.8  0.6 18.2  0.6  9.9 SSW   W      SWELL  7.8 206
2021 03 28 20 56  0.8  0.6 14.3  0.6  9.9 SSW   W        N/A  7.7 210
2021 03 28 20 26  0.8  0.5 15.4  0.5  9.1  SW   W        N/A  7.9 215
2021 03 28 19 56  0.7  0.5 18.2  0.6  9.1 SSW WNW        N/A  7.5 212
2021 03 28 19 26  0.7  0.5 11.8  0.6  9.1  SW   W        N/A  7.5 231
2021 03 28 18 56  0.7  0.4 15.4  0.6  9.9 SSW WNW        N/A  7.0 209
2021 03 28 18 26  0.8  0.6 14.3  0.5  4.8  SW   W        N/A  7.4 227
2021 03 28 17 56  0.7  0.5 14.3  0.5  5.0  SW   W        N/A  6.6 219
2021 03 28 17 26  0.8  0.6 18.2  0.6  8.3  SW   W      SWELL  6.7 222
2021 03 28 16 56  0.8  0.5 15.4  0.7  8.3  SW   W    AVERAGE  6.1 229
2021 03 28 16 26  0.9  0.6 14.3  0.7  8.3  SW   W    AVERAGE  6.2 226
2021 03 28 15 56  0.9  0.6 14.3  0.7  9.9 SSW   W    AVERAGE  6.2 207
2021 03 28 15 26  0.9  0.5 18.2  0.7  9.1  SW WNW    AVERAGE  5.9 219
2021 03 28 14 56  0.9  0.5 13.3  0.8  9.9 SSW WNW    AVERAGE  5.6 199
2021 03 28 14 26  0.9  0.5 15.4  0.8  4.5  SW   W    AVERAGE  5.5 220
2021 03 28 13 56  1.0  0.6 11.8  0.8  4.8 WSW   W    AVERAGE  5.7 255
2021 03 28 13 26  1.0  0.5 15.4  0.9  4.8  SW   W    AVERAGE  5.7 217
2021 03 28 12 56  1.0  0.6 14.3  0.8  5.0  SW   W    AVERAGE  5.8 217
2021 03 28 12 26  1.0  0.5 11.8  0.8  9.9   W   W    AVERAGE  5.8 265
2021 03 28 11 56  1.0  0.6 15.4  0.8  4.8  SW   W    AVERAGE  6.2 215
2021 03 28 11 26  1.0  0.5 10.5  0.8  9.9   W WNW    AVERAGE  6.0 279
2021 03 28 10 56  1.0  0.6 15.4  0.8  5.0 SSW   W    AVERAGE  6.1 213
2021 03 28 10 26  1.0  0.5 10.5  0.8  4.8   W   W    AVERAGE  5.8 274
2021 03 28 09 56  1.0  0.5 15.4  0.8  9.9  SW WSW    AVERAGE  5.8 229
2021 03 28 09 26  1.0  0.6 15.4  0.8  4.3 SSW WNW    AVERAGE  5.8 212
2021 03 28 08 56  1.0  0.6 11.1  0.8  9.9   W WNW    AVERAGE  5.7 272
2021 03 28 08 26  1.0  0.6 15.4  0.8  4.3  SW   W    AVERAGE  5.6 229
2021 03 28 07 56  1.0  0.6 15.4  0.8  4.3  SW WNW    AVERAGE  5.8 229
2021 03 28 07 26  1.1  0.6 15.4  0.9  4.2 SSW WNW    AVERAGE  5.4 213
2021 03 28 06 56  1.1  0.7 15.4  0.9  4.2 WSW WNW    AVERAGE  5.3 243
2021 03 28 06 26  1.1  0.7 15.4  0.9  3.9  SW WNW    AVERAGE  5.1 231
2021 03 28 05 56  1.1  0.6 12.5  0.9  4.0  SW WNW    AVERAGE  4.9 222
2021 03 28 05 26  1.1  0.6 15.4  1.0  3.9  SW WNW    AVERAGE  4.6 223
2021 03 28 04 56  1.1  0.5 15.4  1.0  3.9  SW WNW    AVERAGE  4.6 215
2021 03 28 04 26  1.2  0.6 15.4  1.1  3.9  SW WNW    AVERAGE  4.7 226
2021 03 28 03 56  1.2  0.6 15.4  1.0  3.9 SSW WNW    AVERAGE  4.9 206
2021 03 28 03 26  1.1  0.6 15.4  1.0  4.0 SSW WNW    AVERAGE  4.6 202
2021 03 28 02 56  1.1  0.6 15.4  1.0  9.9  SW   W    AVERAGE  5.0 215
2021 03 28 02 26  1.1  0.6 15.4  0.9  9.1 SSW   W    AVERAGE  5.1 206
2021 03 28 01 56  0.9  0.5 11.8  0.8  9.1   W WNW    AVERAGE  4.9 271
2021 03 28 01 26  0.9  0.6 15.4  0.8  9.9 SSW WNW    AVERAGE  5.6 209
2021 03 28 00 56  1.0  0.6 13.3  0.8  9.9  SW WNW    AVERAGE  5.9 216
2021 03 28 00 26  0.9  0.6 15.4  0.8  9.9 SSW WNW    AVERAGE  6.0 203
2021 03 27 23 56  1.0  0.6 15.4  0.8  9.9  SW WNW    AVERAGE  6.1 217
2021 03 27 23 26  1.0  0.6 15.4  0.8  9.9 SSW WNW    AVERAGE  6.4 209
2021 03 27 22 56  0.9  0.6 15.4  0.8  9.1  SW   W    AVERAGE  6.4 234
2021 03 27 22 26  1.1  0.7 15.4  0.8  9.1 SSW   W    AVERAGE  7.2 209
2021 03 27 21 56  1.0  0.6 15.4  0.8  9.9  SW WNW    AVERAGE  7.1 220
2021 03 27 21 26  1.0  0.7 14.3  0.8  9.9  SW   W    AVERAGE  7.5 231
2021 03 27 20 56  0.9  0.6 15.4  0.7  9.9  SW   W    AVERAGE  7.5 216
2021 03 27 20 26  1.0  0.7 13.3  0.7  9.1 WSW WNW      SWELL  8.2 255
2021 03 27 19 56  1.0  0.7 13.3  0.8  9.9 WSW   W    AVERAGE  8.4 244
2021 03 27 19 26  1.0  0.7 16.7  0.7  9.9  SW WNW      SWELL  8.4 222
2021 03 27 18 56  1.0  0.7 15.4  0.8  9.9  SW   W    AVERAGE  8.5 219
2021 03 27 18 26  0.9  0.6 15.4  0.7  9.1  SW   W    AVERAGE  8.0 226
2021 03 27 17 56  1.0  0.7 13.3  0.7  9.9   W   W      SWELL  8.1 269
2021 03 27 17 26  1.0  0.7 10.5  0.7  9.9   W   W      SWELL  7.8 281
2021 03 27 16 56  1.0  0.7 11.1  0.8  9.1   W   W    AVERAGE  7.8 278
2021 03 27 16 26  1.1  0.7 11.1  0.8  9.9   W   W    AVERAGE  7.3 272
2021 03 27 15 56  1.1  0.8 13.3  0.8  9.9   W   W      SWELL  7.4 262
2021 03 27 15 26  1.1  0.7 15.4  0.8  9.9  SW   W    AVERAGE  7.2 267
2021 03 27 14 56  1.1  0.7 10.5  0.8  9.9   W   W    AVERAGE  7.6 267
2021 03 27 14 26  1.1  0.7 10.5  0.8  9.9   W   W    AVERAGE  7.4 274
2021 03 27 13 56  1.2  0.7 16.7  1.0  9.9  SW   W    AVERAGE  7.7 269
2021 03 27 13 26  1.1  0.7 10.5  0.9  9.9   W   W    AVERAGE  7.3 278
2021 03 27 12 56  1.2  0.8 10.5  0.9  9.9 WNW   W    AVERAGE  7.4 282
2021 03 27 12 26  1.2  0.7 14.3  0.9  9.9 WSW   W    AVERAGE  7.3 247
2021 03 27 11 56  1.2  0.7 13.3  0.9  9.9   W   W    AVERAGE  7.2 269
2021 03 27 11 26  1.2  0.8 10.5  0.9  9.9   W WNW    AVERAGE  7.3 281
2021 03 27 10 56  1.2  0.8 14.3  0.9  9.9  SW   W    AVERAGE  7.4 223
2021 03 27 10 26  1.2  0.8 13.3  1.0  8.3 WSW   W    AVERAGE  7.6 248
2021 03 27 09 56  1.2  0.8 16.7  1.0  9.9  SW   W    AVERAGE  7.5 216
2021 03 27 09 26  1.2  0.8 11.1  0.9  9.9   W   W    AVERAGE  7.4 279
2021 03 27 08 56  1.2  0.8 12.5  1.0  9.1   W   W    AVERAGE  7.3 265
2021 03 27 08 26  1.3  0.8 12.5  1.0  9.9   W   W    AVERAGE  7.0 269
2021 03 27 07 56  1.2  0.8 13.3  0.9  9.9   W   W    AVERAGE  7.0 267
2021 03 27 07 26  1.4  1.0 14.3  1.0  9.9 WSW WNW      SWELL  7.3 257
2021 03 27 06 56  1.3  0.9 14.3  1.0  9.9   W   W    AVERAGE  6.8 260
2021 03 27 06 26  1.4  0.9 10.5  1.1  9.9   W WNW    AVERAGE  6.7 274
2021 03 27 05 56  1.4  0.9 12.5  1.1  9.9   W   W    AVERAGE  6.8 268
2021 03 27 05 26  1.3  0.8 14.3  1.1  9.9   W   W    AVERAGE  6.5 264
2021 03 27 04 56  1.4  0.9 14.3  1.1  9.9 WSW   W    AVERAGE  6.9 243
